Vendor,GRAPHTEC Corporation
Model,GL220
Version,Ver1.04
Sampling,5min
Total data points,8376        
Start time,2014-06-17,11:20:14
End time,2014-07-16,13:15:14
Trigger time,2014-06-17,11:20:14
AMP Settings
CH,Signal name,Input,Range,Filter,Span
CH1, "CH1",DC,50V,Off,25.000000,-25.000000,V
CH2, "CH2",DC,50V,Off,25.000000,-25.000000,V
CH3, "CH3",DC,500mV,Off,250.000000,-250.000000,mV
CH4, "CH4",DC,500mV,Off,250.000000,-250.000000,mV
CH5, "CH5",DC,500mV,Off,250.000000,-250.000000,mV
CH6, "CH6",DC,100mV,Off,50.000000,-50.000000,mV
CH7, "CH7",DC,5V,Off,2.500000,-2.500000,V
CH8, "CH8",DC,5V,Off,2.500000,-2.500000,V
CH9, "CH9",DC,5V,Off,2.500000,-2.500000,V
CH10, "CH10",DC,5V,Off,2.500000,-2.500000,V
Logic/Pulse,Off
DataNumber,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1-10,AlarmOut
NO.,Time,ms,V,V,mV,mV,mV,mV,V,V,V,V,A1234567890,A1234
688,2014-06-19 20:35:14,000,+5.01,+0.40,+81.1,+2.4,+77.1,+6.04,+0.079,-0.526,+0.366,+1.018,LLLLLLLLLL,LLLL
689,2014-06-19 20:40:14,000,+5.01,+0.40,+83.5,-0.2,+82.2,+6.38,+0.079,-0.527,+0.360,+1.022,LLLLLLLLLL,LLLL
690,2014-06-19 20:45:14,000,+5.03,+0.42,+94.2,-8.0,+100.1,+7.02,+0.079,-0.526,+0.363,+1.018,LLLLLLLLLL,LLLL
691,2014-06-19 20:50:14,000,+5.04,+0.45,+86.5,-7.9,+92.9,+15.12,+0.079,-0.526,+0.361,+1.114,LLLLLLLLLL,LLLL
692,2014-06-19 20:55:14,000,+5.05,+0.48,+102.0,-5.1,+105.6,+18.21,+0.082,-0.527,+0.439,+1.040,LLLLLLLLLL,LLLL
693,2014-06-19 21:00:14,000,+5.07,+0.50,+107.6,-7.7,+113.8,+21.89,+0.082,-0.527,+0.488,+1.185,LLLLLLLLLL,LLLL
694,2014-06-19 21:05:14,000,+5.04,+0.50,+118.0,+13.6,+105.7,+22.50,+0.082,-0.527,+0.585,+1.056,LLLLLLLLLL,LLLL
695,2014-06-19 21:10:14,000,+5.04,+0.54,+104.8,-7.6,+108.5,+20.00,+0.082,-0.527,+0.697,+1.246,LLLLLLLLLL,LLLL
696,2014-06-19 21:15:14,000,+5.05,+0.59,+91.9,+0.2,+90.7,+12.10,+0.082,-0.527,+0.772,+1.064,LLLLLLLLLL,LLLL
697,2014-06-19 21:20:14,000,+5.05,+0.57,+73.7,-5.0,+77.2,+7.62,+0.079,-0.527,+0.824,+1.220,LLLLLLLLLL,LLLL
698,2014-06-19 21:25:14,000,+5.04,+0.50,+76.2,+0.2,+75.5,-0.05,+0.079,-0.527,+0.909,+1.066,LLLLLLLLLL,LLLL
699,2014-06-19 21:30:14,000,+5.05,+0.48,+89.3,+5.5,+82.7,+2.70,+0.079,-0.526,+0.968,+1.136,LLLLLLLLLL,LLLL
700,2014-06-19 21:35:14,000,+5.09,+0.48,+81.5,-5.1,+85.3,-2.07,+0.082,-0.526,+0.953,+1.069,LLLLLLLLLL,LLLL
701,2014-06-19 21:40:14,000,+5.12,+0.46,+81.3,+0.1,+80.0,+0.70,+0.079,-0.527,+0.928,+1.115,LLLLLLLLLL,LLLL
702,2014-06-19 21:45:14,000,+5.11,+0.42,+78.8,+2.7,+75.4,+0.14,+0.077,-0.527,+0.875,+1.070,LLLLLLLLLL,LLLL
703,2014-06-19 21:50:14,000,+5.13,+0.41,+84.0,+5.4,+77.4,+9.04,+0.076,-0.527,+0.785,+1.089,LLLLLLLLLL,LLLL
704,2014-06-19 21:55:14,000,+5.12,+0.40,+78.8,+5.3,+72.7,+5.31,+0.076,-0.527,+0.726,+1.067,LLLLLLLLLL,LLLL
705,2014-06-19 22:00:14,000,+5.15,+0.39,+73.7,+5.3,+67.5,+8.63,+0.076,-0.527,+0.668,+1.083,LLLLLLLLLL,LLLL
706,2014-06-19 22:05:14,000,+5.18,+0.40,+71.0,+0.2,+70.0,+7.07,+0.077,-0.526,+0.587,+1.066,LLLLLLLLLL,LLLL
707,2014-06-19 22:10:14,000,+5.21,+0.39,+71.1,+8.2,+62.1,+9.51,+0.074,-0.526,+0.561,+1.081,LLLLLLLLLL,LLLL
708,2014-06-19 22:15:14,000,+5.28,+0.37,+73.6,+5.4,+67.4,+8.26,+0.076,-0.526,+0.555,+1.064,LLLLLLLLLL,LLLL
709,2014-06-19 22:20:14,000,+5.26,+0.40,+60.5,-2.2,+62.1,+8.41,+0.076,-0.526,+0.556,+1.075,LLLLLLLLLL,LLLL
710,2014-06-19 22:25:14,000,+5.25,+0.33,+60.4,+5.3,+54.3,+7.74,+0.074,-0.526,+0.566,+1.091,LLLLLLLLLL,LLLL
711,2014-06-19 22:30:14,000,+5.41,+0.39,+55.2,-4.9,+59.5,+7.07,+0.074,-0.526,+0.631,+1.073,LLLLLLLLLL,LLLL
712,2014-06-19 22:35:14,000,+5.63,+0.36,+55.1,-2.4,+56.9,+8.86,+0.074,-0.527,+0.658,+2.484,LLLLLLLLLL,LLLL
713,2014-06-19 22:40:14,000,+5.96,+0.39,+60.2,+5.2,+51.7,+4.50,+0.074,-0.527,+0.697,+1.072,LLLLLLLLLL,LLLL
714,2014-06-19 22:45:14,000,+6.07,+0.33,+52.5,+0.2,+49.1,+8.34,+0.074,-0.527,+0.721,+1.084,LLLLLLLLLL,LLLL
715,2014-06-19 22:50:14,000,+5.92,+0.35,+52.6,-2.2,+56.8,+3.66,+0.074,-0.527,+0.719,+1.072,LLLLLLLLLL,LLLL
716,2014-06-19 22:55:14,000,+5.79,+0.31,+55.1,+7.9,+46.3,+10.46,+0.072,-0.527,+0.680,+0.967,LLLLLLLLLL,LLLL
717,2014-06-19 23:00:14,000,+5.67,+0.35,+52.5,+5.3,+49.2,+2.60,+0.072,-0.526,+0.680,+1.070,LLLLLLLLLL,LLLL
718,2014-06-19 23:05:14,000,+5.63,+0.34,+55.1,+2.9,+51.8,+10.44,+0.074,-0.527,+0.612,+1.094,LLLLLLLLLL,LLLL
719,2014-06-19 23:10:14,000,+5.54,+0.35,+50.1,+5.4,+43.9,+2.08,+0.072,-0.527,+0.558,+1.069,LLLLLLLLLL,LLLL
720,2014-06-19 23:15:14,000,+5.42,+0.30,+47.2,+5.5,+43.7,+11.40,+0.072,-0.526,+0.524,+1.159,LLLLLLLLLL,LLLL
721,2014-06-19 23:20:14,000,+5.27,+0.29,+39.4,+2.8,+35.9,+2.96,+0.069,-0.527,+0.497,+1.064,LLLLLLLLLL,LLLL
722,2014-06-19 23:25:14,000,+5.25,+0.29,+39.7,+5.5,+33.2,+8.78,+0.069,-0.527,+0.427,+1.186,LLLLLLLLLL,LLLL
723,2014-06-19 23:30:14,000,+5.24,+0.27,+45.0,+5.7,+38.4,+5.25,+0.069,-0.527,+0.410,+1.061,LLLLLLLLLL,LLLL
724,2014-06-19 23:35:14,000,+5.23,+0.28,+47.3,+3.0,+43.8,+9.39,+0.069,-0.527,+0.373,+1.164,LLLLLLLLLL,LLLL
725,2014-06-19 23:40:14,000,+5.23,+0.25,+42.3,+8.2,+33.1,+6.40,+0.069,-0.526,+0.322,+1.061,LLLLLLLLLL,LLLL
726,2014-06-19 23:45:14,000,+5.25,+0.29,+47.7,-10.1,+56.9,+8.83,+0.069,-0.526,+0.300,+1.127,LLLLLLLLLL,LLLL
727,2014-06-19 23:50:14,000,+5.29,+0.27,+47.6,+0.4,+46.5,+10.32,+0.069,-0.527,+0.290,+1.061,LLLLLLLLLL,LLLL
728,2014-06-19 23:55:14,000,+5.28,+0.33,+42.2,+3.0,+41.1,+7.12,+0.069,-0.527,+0.241,+1.109,LLLLLLLLLL,LLLL
729,2014-06-20 00:00:14,000,+5.34,+0.32,+44.8,+5.4,+38.6,-0.43,+0.069,-0.527,+0.239,+1.061,LLLLLLLLLL,LLLL
730,2014-06-20 00:05:14,000,+5.36,+0.32,+42.2,+2.8,+38.5,+1.81,+0.069,-0.527,+0.239,+1.081,LLLLLLLLLL,LLLL
731,2014-06-20 00:10:14,000,+5.35,+0.28,+42.1,+0.3,+38.4,+4.61,+0.069,-0.527,+0.229,+1.053,LLLLLLLLLL,LLLL
732,2014-06-20 00:15:14,000,+5.34,+0.28,+47.2,-5.1,+51.6,+5.04,+0.069,-0.527,+0.256,+1.064,LLLLLLLLLL,LLLL
733,2014-06-20 00:20:14,000,+5.37,+0.26,+36.8,+0.1,+35.8,+5.11,+0.069,-0.527,+0.304,+1.048,LLLLLLLLLL,LLLL
734,2014-06-20 00:25:14,000,+5.38,+0.26,+42.1,-5.2,+48.9,+5.13,+0.069,-0.527,+0.363,+1.048,LLLLLLLLLL,LLLL
735,2014-06-20 00:30:14,000,+5.41,+0.24,+39.4,-2.5,+41.0,+4.82,+0.069,-0.526,+0.400,+1.037,LLLLLLLLLL,LLLL
736,2014-06-20 00:35:14,000,+5.39,+0.24,+41.9,+0.1,+40.8,+5.01,+0.069,-0.526,+0.385,+1.040,LLLLLLLLLL,LLLL
737,2014-06-20 00:40:14,000,+5.35,+0.21,+39.4,+2.7,+35.4,+5.28,+0.066,-0.527,+0.385,+2.170,LLLLLLLLLL,LLLL
738,2014-06-20 00:45:14,000,+5.41,+0.22,+47.1,+2.6,+43.5,+5.21,+0.067,-0.527,+0.327,+1.034,LLLLLLLLLL,LLLL
739,2014-06-20 00:50:14,000,+5.42,+0.21,+47.1,-2.7,+48.7,+5.60,+0.067,-0.526,+0.254,+1.045,LLLLLLLLLL,LLLL
740,2014-06-20 00:55:14,000,+5.42,+0.21,+39.4,+0.0,+40.8,+5.68,+0.067,-0.526,+0.229,+1.032,LLLLLLLLLL,LLLL
741,2014-06-20 01:00:14,000,+5.45,+0.21,+34.1,-5.1,+38.1,+5.42,+0.066,-0.526,+0.214,+4.912,LLLLLLLLLL,LLLL
742,2014-06-20 01:05:14,000,+5.46,+0.22,+41.8,-0.1,+40.7,+5.86,+0.069,-0.527,+0.142,+1.026,LLLLLLLLLL,LLLL
743,2014-06-20 01:10:14,000,+5.45,+0.20,+34.2,-8.0,+40.9,+5.86,+0.069,-0.526,+0.090,+1.023,LLLLLLLLLL,LLLL
744,2014-06-20 01:15:14,000,+5.45,+0.19,+26.3,+2.7,+22.3,+6.10,+0.066,-0.527,+0.047,+1.021,LLLLLLLLLL,LLLL
745,2014-06-20 01:20:14,000,+5.42,+0.18,+26.4,-2.7,+27.6,+6.21,+0.067,-0.527,+0.078,+0.986,LLLLLLLLLL,LLLL
746,2014-06-20 01:25:14,000,+5.46,+0.18,+36.6,-7.9,+43.4,+6.04,+0.067,-0.526,+0.134,+1.020,LLLLLLLLLL,LLLL
747,2014-06-20 01:30:14,000,+5.46,+0.18,+26.3,-7.7,+32.8,+5.54,+0.066,-0.526,+0.180,+1.037,LLLLLLLLLL,LLLL
748,2014-06-20 01:35:14,000,+5.50,+0.18,+29.0,-7.9,+35.5,+5.33,+0.067,-0.526,+0.178,+1.018,LLLLLLLLLL,LLLL
749,2014-06-20 01:40:14,000,+5.48,+0.18,+29.1,-5.2,+32.8,+6.27,+0.066,-0.527,+0.168,+1.074,LLLLLLLLLL,LLLL
750,2014-06-20 01:45:14,000,+5.46,+0.17,+26.3,-15.6,+40.8,+6.07,+0.066,-0.527,+0.124,+1.012,LLLLLLLLLL,LLLL
751,2014-06-20 01:50:14,000,+5.47,+0.16,+26.2,-13.1,+37.9,+5.68,+0.066,-0.527,+0.115,+1.086,LLLLLLLLLL,LLLL
752,2014-06-20 01:55:14,000,+5.48,+0.14,+29.0,-5.1,+32.6,+5.59,+0.066,-0.527,+0.151,+1.010,LLLLLLLLLL,LLLL
753,2014-06-20 02:00:14,000,+5.48,+0.13,+23.6,-7.8,+30.0,+5.13,+0.067,-0.526,+0.198,+1.050,LLLLLLLLLL,LLLL
754,2014-06-20 02:05:14,000,+5.50,+0.15,+28.9,-5.2,+32.8,+4.92,+0.066,-0.526,+0.166,+1.007,LLLLLLLLLL,LLLL
755,2014-06-20 02:10:14,000,+5.51,+0.16,+26.2,-10.5,+35.5,+4.49,+0.066,-0.526,+0.156,+1.034,LLLLLLLLLL,LLLL
756,2014-06-20 02:15:14,000,+5.50,+0.16,+31.6,-2.5,+32.6,+4.87,+0.066,-0.526,+0.134,+1.007,LLLLLLLLLL,LLLL
757,2014-06-20 02:20:14,000,+5.47,+0.15,+28.8,-2.6,+27.3,+4.67,+0.067,-0.526,+0.098,+1.020,LLLLLLLLLL,LLLL
758,2014-06-20 02:25:14,000,+5.51,+0.15,+26.2,-13.4,+38.0,+4.54,+0.067,-0.527,+0.117,+1.007,LLLLLLLLLL,LLLL
759,2014-06-20 02:30:14,000,+5.57,+0.17,+36.6,-13.3,+48.5,+4.34,+0.066,-0.527,+0.144,+1.012,LLLLLLLLLL,LLLL
760,2014-06-20 02:35:14,000,+5.62,+0.17,+28.9,-2.6,+32.8,+4.49,+0.066,-0.526,+0.154,+1.007,LLLLLLLLLL,LLLL
761,2014-06-20 02:40:14,000,+5.63,+0.17,+23.6,-7.9,+32.7,+4.34,+0.066,-0.527,+0.137,+1.010,LLLLLLLLLL,LLLL
762,2014-06-20 02:45:14,000,+5.63,+0.17,+20.8,-7.9,+24.8,+4.57,+0.067,-0.526,+0.095,+1.004,LLLLLLLLLL,LLLL
763,2014-06-20 02:50:14,000,+5.63,+0.17,+28.8,-10.5,+38.0,+4.34,+0.067,-0.527,+0.088,+1.007,LLLLLLLLLL,LLLL
764,2014-06-20 02:55:14,000,+5.68,+0.18,+26.3,-10.5,+35.4,+9.50,+0.067,-0.526,+0.093,+1.038,LLLLLLLLLL,LLLL
765,2014-06-20 03:00:14,000,+5.67,+0.21,+21.0,-18.4,+38.2,+14.54,+0.066,-0.526,+0.144,+1.028,LLLLLLLLLL,LLLL
766,2014-06-20 03:05:14,000,+5.70,+0.22,+34.3,-10.3,+43.6,+18.71,+0.067,-0.527,+0.176,+1.050,LLLLLLLLLL,LLLL
767,2014-06-20 03:10:14,000,+5.75,+0.23,+34.4,-7.6,+41.0,+21.36,+0.067,-0.527,+0.246,+1.045,LLLLLLLLLL,LLLL
768,2014-06-20 03:15:14,000,+5.78,+0.25,+42.2,+0.3,+41.1,+20.39,+0.066,-0.526,+0.332,+2.054,LLLLLLLLLL,LLLL
769,2014-06-20 03:20:14,000,+5.75,+0.28,+37.0,-10.2,+46.6,+15.73,+0.067,-0.527,+0.368,+1.061,LLLLLLLLLL,LLLL
770,2014-06-20 03:25:14,000,+5.81,+0.29,+29.3,+0.2,+28.0,+13.49,+0.066,-0.527,+0.451,+1.072,LLLLLLLLLL,LLLL
771,2014-06-20 03:30:14,000,+5.79,+0.27,+31.9,+0.4,+33.3,-2.31,+0.066,-0.527,+0.539,+1.067,LLLLLLLLLL,LLLL
772,2014-06-20 03:35:14,000,+5.80,+0.26,+37.0,+0.5,+33.2,+1.04,+0.067,-0.527,+0.639,+1.066,LLLLLLLLLL,LLLL
773,2014-06-20 03:40:14,000,+5.78,+0.24,+39.7,+11.2,+25.3,+1.32,+0.067,-0.526,+0.712,+1.070,LLLLLLLLLL,LLLL
774,2014-06-20 03:45:14,000,+5.75,+0.24,+36.9,+2.7,+33.2,-1.61,+0.067,-0.526,+0.710,+1.103,LLLLLLLLLL,LLLL
775,2014-06-20 03:50:14,000,+5.79,+0.24,+44.9,-2.4,+46.4,+0.27,+0.067,-0.527,+0.712,+1.069,LLLLLLLLLL,LLLL
776,2014-06-20 03:55:14,000,+5.85,+0.25,+42.4,+5.4,+35.8,-5.75,+0.067,-0.527,+0.634,+1.157,LLLLLLLLLL,LLLL
777,2014-06-20 04:00:14,000,+5.87,+0.25,+34.6,+0.2,+33.2,+2.71,+0.066,-0.527,+0.563,+1.068,LLLLLLLLLL,LLLL
778,2014-06-20 04:05:14,000,+5.91,+0.24,+42.2,-2.3,+43.9,+0.90,+0.066,-0.527,+0.507,+1.138,LLLLLLLLLL,LLLL
779,2014-06-20 04:10:14,000,+5.90,+0.28,+47.5,-4.9,+51.8,+5.58,+0.066,-0.527,+0.446,+1.067,LLLLLLLLLL,LLLL
780,2014-06-20 04:15:14,000,+5.90,+0.24,+52.7,+5.4,+46.5,+7.24,+0.066,-0.527,+0.395,+1.104,LLLLLLLLLL,LLLL
781,2014-06-20 04:20:14,000,+5.87,+0.25,+37.1,+0.3,+35.7,+0.79,+0.066,-0.527,+0.317,+1.064,LLLLLLLLLL,LLLL
782,2014-06-20 04:25:14,000,+5.92,+0.23,+52.8,+5.6,+46.4,+8.75,+0.067,-0.527,+0.268,+1.101,LLLLLLLLLL,LLLL
783,2014-06-20 04:30:14,000,+5.90,+0.25,+47.4,-7.5,+54.4,+0.24,+0.066,-0.527,+0.246,+1.064,LLLLLLLLLL,LLLL
784,2014-06-20 04:35:14,000,+5.94,+0.24,+47.5,+13.7,+33.3,+10.45,+0.069,-0.527,+0.227,+1.119,LLLLLLLLLL,LLLL
785,2014-06-20 04:40:14,000,+5.81,+0.51,+39.6,-4.7,+43.9,-2.16,+0.069,-0.527,+0.246,+1.072,LLLLLLLLLL,LLLL
786,2014-06-20 04:45:14,000,+5.85,+0.38,+55.4,+5.7,+49.0,+6.92,+0.067,-0.527,+0.259,+1.094,LLLLLLLLLL,LLLL
787,2014-06-20 04:50:14,000,+5.82,+0.34,+44.9,+8.2,+35.8,+5.79,+0.066,-0.527,+0.281,+1.069,LLLLLLLLLL,LLLL
788,2014-06-20 04:55:14,000,+5.79,+0.37,+44.9,+13.9,+30.4,+0.52,+0.067,-0.527,+0.280,+1.086,LLLLLLLLLL,LLLL
789,2014-06-20 05:00:14,000,+5.79,+0.35,+52.7,+0.3,+51.7,+10.04,+0.069,-0.527,+0.288,+1.072,LLLLLLLLLL,LLLL
790,2014-06-20 05:05:14,000,+5.79,+0.38,+52.6,-7.6,+59.4,-2.64,+0.069,-0.527,+0.332,+1.083,LLLLLLLLLL,LLLL
791,2014-06-20 05:10:14,000,+5.75,+0.37,+55.2,-2.4,+56.7,+8.00,+0.069,-0.527,+0.346,+1.072,LLLLLLLLLL,LLLL
792,2014-06-20 05:15:14,000,+5.75,+0.35,+62.9,+8.1,+54.4,+1.03,+0.069,-0.527,+0.375,+1.078,LLLLLLLLLL,LLLL
793,2014-06-20 05:20:14,000,+5.68,+0.37,+58.0,+5.5,+51.8,+8.63,+0.069,-0.527,+0.398,+1.086,LLLLLLLLLL,LLLL
794,2014-06-20 05:25:14,000,+5.67,+0.32,+55.2,+5.5,+49.1,+1.50,+0.069,-0.527,+0.393,+1.075,LLLLLLLLLL,LLLL
795,2014-06-20 05:30:14,000,+5.62,+0.37,+63.1,+5.6,+56.8,+8.14,+0.069,-0.527,+0.383,+2.639,LLLLLLLLLL,LLLL
796,2014-06-20 05:35:14,000,+5.61,+0.33,+57.8,+2.9,+54.5,+1.73,+0.069,-0.527,+0.371,+1.072,LLLLLLLLLL,LLLL
797,2014-06-20 05:40:14,000,+5.62,+0.37,+55.4,+5.5,+49.3,+4.93,+0.072,-0.527,+0.363,+1.086,LLLLLLLLLL,LLLL
798,2014-06-20 05:45:14,000,+5.60,+0.34,+57.8,+0.2,+57.0,+8.63,+0.069,-0.527,+0.363,+1.075,LLLLLLLLLL,LLLL
799,2014-06-20 05:50:14,000,+5.63,+0.36,+57.7,+0.3,+59.5,-1.11,+0.072,-0.526,+0.330,+1.010,LLLLLLLLLL,LLLL
800,2014-06-20 05:55:14,000,+5.67,+0.36,+68.5,+3.0,+64.8,+9.01,+0.072,-0.527,+0.322,+1.078,LLLLLLLLLL,LLLL
801,2014-06-20 06:00:14,000,+5.71,+0.39,+63.1,+5.5,+56.9,-1.29,+0.074,-0.527,+0.312,+1.080,LLLLLLLLLL,LLLL
802,2014-06-20 06:05:14,000,+5.67,+0.39,+68.6,+11.4,+57.0,+7.88,+0.074,-0.527,+0.317,+1.075,LLLLLLLLLL,LLLL
803,2014-06-20 06:10:14,000,+5.67,+0.38,+71.1,+5.5,+64.7,-3.10,+0.074,-0.527,+0.312,+1.146,LLLLLLLLLL,LLLL
804,2014-06-20 06:15:14,000,+5.75,+0.41,+71.0,+5.5,+64.6,+0.17,+0.074,-0.527,+0.273,+1.067,LLLLLLLLLL,LLLL
805,2014-06-20 06:20:14,000,+5.75,+0.42,+62.8,-2.4,+67.3,+2.52,+0.074,-0.527,+0.263,+1.206,LLLLLLLLLL,LLLL
806,2014-06-20 06:25:14,000,+5.70,+0.39,+65.9,+7.9,+56.7,+3.21,+0.074,-0.527,+0.220,+1.061,LLLLLLLLLL,LLLL
807,2014-06-20 06:30:14,000,+5.72,+0.39,+68.4,+8.1,+61.9,+3.48,+0.074,-0.527,+0.151,+1.185,LLLLLLLLLL,LLLL
808,2014-06-20 06:35:14,000,+5.70,+0.40,+73.6,-2.5,+75.2,+3.51,+0.076,-0.527,+0.132,+1.058,LLLLLLLLLL,LLLL
809,2014-06-20 06:40:14,000,+5.71,+0.41,+81.4,-2.5,+82.5,+3.54,+0.077,-0.526,+0.115,+1.124,LLLLLLLLLL,LLLL
810,2014-06-20 06:45:14,000,+5.67,+0.37,+81.4,+11.0,+69.7,+3.92,+0.076,-0.527,+0.083,+1.048,LLLLLLLLLL,LLLL
811,2014-06-20 06:50:14,000,+5.67,+0.38,+78.7,-7.6,+85.0,+3.71,+0.076,-0.526,+0.088,+1.083,LLLLLLLLLL,LLLL
812,2014-06-20 06:55:14,000,+5.62,+0.41,+96.9,+24.0,+75.0,+4.21,+0.079,-0.526,+0.110,+1.045,LLLLLLLLLL,LLLL
813,2014-06-20 07:00:14,000,+5.58,+0.39,+76.1,+2.7,+72.3,+4.21,+0.080,-0.526,+0.134,+1.064,LLLLLLLLLL,LLLL
814,2014-06-20 07:05:14,000,+5.56,+0.40,+83.7,+0.1,+82.3,+4.34,+0.079,-0.527,+0.119,+1.045,LLLLLLLLLL,LLLL
815,2014-06-20 07:10:14,000,+5.48,+0.38,+75.8,+0.1,+75.1,+5.18,+0.079,-0.527,+0.100,+1.053,LLLLLLLLLL,LLLL
816,2014-06-20 07:15:14,000,+5.47,+0.42,+70.9,+0.0,+69.7,+4.99,+0.082,-0.526,+0.061,+1.043,LLLLLLLLLL,LLLL
817,2014-06-20 07:20:14,000,+5.41,+0.39,+57.5,-7.8,+64.4,+5.16,+0.079,-0.526,+0.059,+1.048,LLLLLLLLLL,LLLL
818,2014-06-20 07:25:14,000,+5.40,+0.41,+65.5,+2.8,+61.9,+5.42,+0.079,-0.526,+0.056,+1.814,LLLLLLLLLL,LLLL
819,2014-06-20 07:30:14,000,+5.29,+0.37,+62.6,+5.3,+54.0,+6.07,+0.079,-0.527,+0.027,+1.050,LLLLLLLLLL,LLLL
820,2014-06-20 07:35:14,000,+5.24,+0.40,+54.8,-5.2,+58.9,+6.04,+0.079,-0.527,+0.019,+1.054,LLLLLLLLLL,LLLL
821,2014-06-20 07:40:14,000,+5.16,+0.35,+52.4,+2.6,+48.7,+6.56,+0.076,-0.526,+0.034,+1.048,LLLLLLLLLL,LLLL
822,2014-06-20 07:45:14,000,+5.14,+0.35,+49.7,-2.5,+51.4,+7.15,+0.077,-0.527,+0.003,+4.599,LLLLLLLLLL,LLLL
823,2014-06-20 07:50:14,000,+5.10,+0.36,+47.0,-2.4,+48.8,+7.14,+0.077,-0.527,+0.027,+1.078,LLLLLLLLLL,LLLL
824,2014-06-20 07:55:14,000,+5.11,+0.43,+57.4,+0.1,+59.0,+7.60,+0.079,-0.527,+0.049,+1.077,LLLLLLLLLL,LLLL
825,2014-06-20 08:00:14,000,+5.07,+0.41,+49.8,-7.5,+56.4,+7.92,+0.079,-0.527,+0.080,+1.080,LLLLLLLLLL,LLLL
826,2014-06-20 08:05:14,000,+5.07,+0.43,+57.4,+0.1,+54.0,+7.90,+0.080,-0.526,+0.093,+1.046,LLLLLLLLLL,LLLL
827,2014-06-20 08:10:14,000,+5.02,+0.40,+62.6,+11.0,+48.7,+9.05,+0.079,-0.527,+0.059,+1.078,LLLLLLLLLL,LLLL
828,2014-06-20 08:15:14,000,+5.01,+0.44,+44.4,+2.8,+40.6,+7.63,+0.079,-0.526,+0.039,+1.128,LLLLLLLLLL,LLLL
829,2014-06-20 08:20:14,000,+4.99,+0.39,+52.4,+3.0,+51.4,+7.96,+0.076,-0.526,+0.034,+1.072,LLLLLLLLLL,LLLL
830,2014-06-20 08:25:14,000,+4.95,+0.46,+71.0,-10.2,+77.0,+7.96,+0.082,-0.526,+0.030,+1.249,LLLLLLLLLL,LLLL
831,2014-06-20 08:30:14,000,+4.83,+0.50,+62.8,-4.9,+67.2,+7.55,+0.079,-0.526,+0.046,+1.072,LLLLLLLLLL,LLLL
832,2014-06-20 08:35:14,000,+4.78,+0.45,+57.4,+0.2,+56.6,+7.33,+0.076,-0.527,+0.042,+1.222,LLLLLLLLLL,LLLL
833,2014-06-20 08:40:14,000,+4.74,+0.51,+62.7,+8.0,+51.3,+7.99,+0.079,-0.527,+0.098,+1.082,LLLLLLLLLL,LLLL
834,2014-06-20 08:45:14,000,+4.73,+0.43,+62.7,-7.6,+70.0,+7.82,+0.076,-0.527,+0.107,+1.141,LLLLLLLLLL,LLLL
835,2014-06-20 08:50:14,000,+4.67,+0.50,+68.2,+8.0,+61.8,+8.28,+0.076,-0.526,+0.166,+1.078,LLLLLLLLLL,LLLL
836,2014-06-20 08:55:14,000,+4.66,+0.51,+68.3,+11.2,+56.7,+7.79,+0.079,-0.527,+0.200,+1.112,LLLLLLLLLL,LLLL
837,2014-06-20 09:00:14,000,+4.58,+0.47,+65.9,+0.1,+64.4,+7.96,+0.076,-0.527,+0.187,+1.075,LLLLLLLLLL,LLLL
838,2014-06-20 09:05:14,000,+4.58,+0.50,+78.6,+8.1,+70.0,+8.46,+0.076,-0.526,+0.236,+1.095,LLLLLLLLLL,LLLL
839,2014-06-20 09:10:14,000,+4.58,+0.59,+71.1,+2.9,+69.9,+19.36,+0.079,-0.527,+0.244,+1.086,LLLLLLLLLL,LLLL
840,2014-06-20 09:15:14,000,+4.58,+0.57,+91.9,+2.8,+90.4,+24.09,+0.079,-0.526,+0.290,+1.099,LLLLLLLLLL,LLLL
841,2014-06-20 09:20:14,000,+4.62,+0.59,+151.9,+26.8,+124.2,+15.67,+0.079,-0.527,+0.322,+1.086,LLLLLLLLLL,LLLL
842,2014-06-20 09:25:14,000,+4.62,+0.62,+112.8,+5.5,+105.6,+7.56,+0.085,-0.527,+0.349,+1.092,LLLLLLLLLL,LLLL
843,2014-06-20 09:30:14,000,+4.63,+0.63,+120.3,+24.1,+95.8,-0.29,+0.085,-0.527,+0.403,+1.072,LLLLLLLLLL,LLLL
844,2014-06-20 09:35:14,000,+4.63,+0.65,+102.1,+0.2,+102.9,+1.18,+0.085,-0.526,+0.417,+1.083,LLLLLLLLLL,LLLL
845,2014-06-20 09:40:14,000,+4.62,+0.57,+128.4,+0.3,+127.0,+4.36,+0.079,-0.526,+0.449,+1.128,LLLLLLLLLL,LLLL
846,2014-06-20 09:45:14,000,+4.65,+0.54,+91.8,+0.4,+90.5,+6.74,+0.079,-0.526,+0.492,+1.086,LLLLLLLLLL,LLLL
847,2014-06-20 09:50:14,000,+4.67,+0.53,+89.2,+8.0,+77.2,+6.77,+0.076,-0.527,+0.575,+1.112,LLLLLLLLLL,LLLL
848,2014-06-20 09:55:14,000,+4.70,+0.58,+104.8,+2.8,+100.4,+7.19,+0.079,-0.526,+0.648,+1.089,LLLLLLLLLL,LLLL
